from,to,action
"K04527","H00719",unknown
"K14676","H00266",unknown
"K05094","H01749",unknown
"K15191","H02233",unknown
"K13951","H01611","polymorphism"
"K02324","H02370",unknown
"K15376","H02311",unknown
"K05066","H01122",unknown
"K06240","H00813",unknown
"K06621","H00008","promoter methylation"
"K04522","H00294",unknown
"K11648","H01556","mutation"
"K10313","H00856",unknown
"K05288","H01489",unknown
"K10106","H00995",unknown
"K00502","H01646",unknown
"K17339","H00266",unknown
"K23841","H00527",unknown
"K10412","H01287",unknown
"K05448","H01456",unknown
"K03846","H00118",unknown
"K01893","H02461",unknown
"K08738","H00978",unknown
"K06618","H00022","deletion or hyperphosphorylation"
"K12045","H01216",unknown
"K06752","H01698","polymorphism"
"K18264","H01184",unknown
"K22990","H02299",unknown
"K12654","H01746",unknown
"K19867","H00294",unknown
"K01488","H02309",unknown
"K02145","H00557",unknown
"K07207","H00896",unknown
"K22913","H00058",unknown
"K04685","H00015","deletion"
"K02105","H00020","mutation"
"K04377","H00002","translocation"
"K02503","H02390",unknown
"K17398","H01892","mutation"
"K00182","H01174",unknown
"K00791","H00891",unknown
"K04456","H00027",unknown
"K16550","H00261",unknown
"K18723","H00865",unknown
"K19469","H00926",unknown
"K18168","H02538",unknown
"K04424","H00700",unknown
"K00497","H00602",unknown
"K04447","H01605",unknown
"K19001","H02308",unknown
"K04344","H00749",unknown
"K09290","H00701",unknown
"K17592","H01351",unknown
"K05759","H00058",unknown
"K04437","H02048",unknown
"K10498","H00768",unknown
"K19352","H01001",unknown
"K18723","H01030",unknown
"K05747","H00100",unknown
"K14163","H00679",unknown
"K01672","H01302",unknown
"K04834","H00606",unknown
"K04838","H00730",unknown
"K14780","H02470",unknown
"K19328","H01891",unknown
"K07992","H00438",unknown
"K04369","H01745",unknown
"K06265","H00593",unknown
"K08171","H01939",unknown
"K05334","H01304",unknown
"K04451","H00044","mutation"
"K04838","H00731",unknown
"K04352","H00532",unknown
"K01331","H02240",unknown
"K18274","H02011",unknown
"K24466","H01577",unknown
"K03099","H00523",unknown
"K06485","H00586",unknown
"K10159","H00342",unknown
"K10683","H00031",unknown
"K14966","H02222",unknown
"K23398","H02238",unknown
"K09106","H00153",unknown
"K19719","H00445",unknown
"K04199","H00168",unknown
"K05196","H00769",unknown
"K23693","H00700",unknown
"K00286","H00558",unknown
"K10846","H00403",unknown
"K10777","H02015",unknown
"K01275","H00274",unknown
"K01373","H00149",unknown
"K12641","H00665",unknown
"K17712","H01171",unknown
"K16669","H01393",unknown
"K06507","H02434","mutation"
"K04451","H00031","mutation"
"K04525","H01163",unknown
"K04973","H02062",unknown
"K04404","H02199",unknown
"K08539","H01593","polymorphism"
"K04501","H00533",unknown
"K04635","H02026",unknown
"K08840","H00768",unknown
"K19655","H00837",unknown
"K17897","H00549",unknown
"K04286","H00409","polymorphism"
"K04973","H02185",unknown
"K21031","H00593",unknown
"K23449","H01019",unknown
"K14947","H00605",unknown
"K09114","H00024","somatic mutation"
"K10366","H00294",unknown
"K12473","H02505",unknown
"K17731","H00734",unknown
"K09437","H00035","translocation"
"K10843","H01428",unknown
"K06621","H00017","homozygous deletion, LOH"
"K05640","H00065","mutation"
"K04728","H00064",unknown
"K13525","H02031",unknown
"K16459","H00530",unknown
"K01824","H01194",unknown
"K03912","H00223",unknown
"K17767","H01864",unknown
"K20309","H02472",unknown
"K16743","H00269",unknown
"K03848","H00118",unknown
"K04361","H00028","overexpression"
"K08521","H01973",unknown
"K24219","H01019",unknown
"K18052","H00408","polymorphism"
"K13348","H00264",unknown
"K16681","H00837",unknown
"K04166","H00575",unknown
"K13050","H02505",unknown
"K04390","H00108",unknown
"K14209","H01304",unknown
"K22525","H02526",unknown
"K00857","H01395",unknown
"K00412","H00068",unknown
"K24928","H02535",unknown
"K01892","H00264",unknown
"K23029","H02216",unknown
"K03849","H00118",unknown
"K04380","H00078",unknown
"K07828","H00018","mutation"
"K04228","H00252",unknown
"K07765","H00750",unknown
"K04512","H01657",unknown
"K00784","H00891",unknown
"K01966","H01400",unknown
"K07610","H01219",unknown
"K10352","H01630",unknown
"K00922","H00027","amplification"
"K09176","H01630",unknown
"K04365","H00032","mutation"
"K00659","H01935",unknown
"K23424","H00268",unknown
"K09668","H01962",unknown
"K06230","H01226",unknown
"K09323","H00528",unknown
"K03125","H00658",unknown
"K00432","H00668",unknown
"K04345","H01740",unknown
"K21882","H00779",unknown
"K00966","H02307",unknown
"K04527","H00942",unknown
"K05186","H02215",unknown
"K25166","H00605",unknown
"K04368","H00523",unknown
"K00810","H00959",unknown
"K07611","H00810",unknown
"K05181","H00606",unknown
"K07620","H00264",unknown
"K19532","H00447",unknown
"K16478","H00538",unknown
"K10890","H00238",unknown
"K10358","H00605",unknown
"K22128","H02001",unknown
"K10646","H01556","mutation"
"K04388","H00048","reduced expression"
"K09222","H02301",unknown
"K04958","H00063",unknown
"K00139","H00835",unknown
"K03209","H01593","polymorphism"
"K05700","H00292",unknown
"K19527","H01891",unknown
"K07298","H00038",unknown
"K04632","H00244",unknown
"K23354","H00593",unknown
"K01324","H01078",unknown
"K05097","H01471","overexpression"
"K07604","H00584",unknown
"K10848","H00238",unknown
"K02263","H01368",unknown
"K04001","H01006",unknown
"K12855","H00527",unknown
"K04365","H00523",unknown
"K23506","H01368",unknown
"K03209","H00506",unknown
"K04853","H00787",unknown
"K24468","H02481",unknown
"K09699","H00172",unknown
"K12563","H00565",unknown
"K02833","H01470","mutation"
"K08555","H01633",unknown
"K13753","H00168",unknown
"K02161","H00013","overexpression"
"K07299","H00808",unknown
"K21767","H02261",unknown
"K15225","H00860",unknown
"K05638","H00048","mutation"
"K12828","H02411","mutation"
"K13338","H00205",unknown
"K25030","H00605",unknown
"K05605","H01349",unknown
"K13411","H00251",unknown
"K23920","H00063",unknown
"K07828","H00016","amplification"
"K14209","H00905",unknown
"K08380","H00255",unknown
"K01371","H00273",unknown
"K05463","H00458",unknown
"K14676","H02140",unknown
"K07377","H00756",unknown
"K09525","H00149",unknown
"K05251","H01699",unknown
"K17966","H01369",unknown
"K08900","H02007",unknown
"K17285","H02485",unknown
"K00418","H02086",unknown
"K01136","H00421",unknown
"K12852","H01838",unknown
"K04727","H02344",unknown
"K09197","H00506",unknown
"K01110","H00048","mutation"
"K08775","H02531",unknown
"K05481","H01275",unknown
"K12657","H00557",unknown
"K06550","H02178",unknown
"K09592","H00236",unknown
"K00415","H02086",unknown
"K12382","H00126",unknown
"K10588","H02533",unknown
"K05186","H00783",unknown
"K12194","H01202",unknown
"K14312","H00731",unknown
"K08900","H02086",unknown
"K10605","H01665","mutation"
"K09993","H00033","LOH, low expression"
"K24155","H00604",unknown
"K08021","H00734",unknown
"K10127","H02529",unknown
"K19009","H02187",unknown
"K04519","H01492","polymorphism"
"K14576","H00107",unknown
"K04157","H01450","promoter polymorphism"
"K10456","H00048","mutation"
"K13298","H01431",unknown
"K09069","H01934",unknown
"K06793","H00805",unknown
"K04006","H00106",unknown
"K09557","H00294",unknown
"K05859","H02159",unknown
"K08874","H00604",unknown
"K25430","H02299",unknown
"K02085","H01431",unknown
"K16462","H00537",unknown
"K24224","H01282",unknown
"K05478","H00286","polymorphism"
"K03454","H00264",unknown
"K14385","H00251",unknown
"K10607","H00593",unknown
"K05202","H00768",unknown
"K02649","H01885",unknown
"K10392","H01351",unknown
"K01206","H00422",unknown
"K24678","H02479",unknown
"K08129","H00787",unknown
"K09283","H01640","rearrangement"
"K04513","H02456",unknown
"K02366","H00493",unknown
"K14944","H02470",unknown
"K21361","H01926",unknown
"K06641","H00036",unknown
"K00162","H01998",unknown
"K24369","H02268",unknown
"K12662","H00527",unknown
"K09374","H00254",unknown
"K04972","H02263",unknown
"K09525","H02276",unknown
"K13765","H00973",unknown
"K10901","H00094",unknown
"K14387","H00856",unknown
"K19534","H01282",unknown
"K05689","H02474",unknown
"K23956","H00480",unknown
"K23837","H00779",unknown
"K04659","H00477",unknown
"K04454","H01223",unknown
"K18268","H01657",unknown
"K07622","H00604",unknown
"K05199","H00658",unknown
"K05012","H02397",unknown
"K12566","H00593",unknown
"K16533","H00538",unknown
"K00572","H00846",unknown
"K05632","H01232",unknown
"K00030","H00527",unknown
"K02320","H00658",unknown
"K05175","H02215",unknown
"K00452","H02087",unknown
"K21882","H00605",unknown
"K18222","H01194",unknown
"K17256","H01907",unknown
"K06621","H02424","deletion"
"K05070","H00093",unknown
"K08579","H00409","polymorphism"
"K14303","H01657",unknown
"K03999","H00103",unknown
"K10414","H00511",unknown
"K07828","H02412","mutation"
"K14548","H02194",unknown
"K04380","H00058",unknown
"K19873","H01961",unknown
"K18435","H00442",unknown
"K10901","H02492",unknown
"K09345","H01926",unknown
"K15604","H00002","expression"
"K21124","H01109",unknown
"K04711","H02468",unknown
"K24294","H00605",unknown
"K02256","H01368",unknown
"K10185","H00546",unknown
"K05260","H01700",unknown
"K04809","H01877",unknown
"K25404","H00837",unknown
"K18166","H01354",unknown
"K10532","H00130",unknown
"K04462","H00867",unknown
"K12164","H01891",unknown
"K05012","H02147",unknown
"K00031","H01481",unknown
"K01737","H00167",unknown
"K23498","H00891",unknown
"K04537","H00729",unknown
"K06532","H00481",unknown
"K22117","H01903",unknown
"K12397","H00166",unknown
"K05004","H00513",unknown
"K14229","H01356",unknown
"K10951","H00604",unknown
"K18160","H01354",unknown
"K04973","H02186",unknown
"K19360","H00537",unknown
"K00036","H00101",unknown
"K16794","H00268",unknown
"K21852","H00773",unknown
"K01580","H00606",unknown
"K15323","H00897",unknown
"K19177","H00773",unknown
"K02145","H02150",unknown
"K08825","H01552",unknown
"K09292","H00266",unknown
"K05411","H02536",unknown
"K20731","H00845",unknown
"K08766","H01400",unknown
"K22869","H02157",unknown
"K15680","H01111",unknown
"K07861","H02535",unknown
"K07827","H01745",unknown
"K00411","H02086",unknown
"K06558","H01901",unknown
"K08443","H01799",unknown
"K20069","H00606",unknown
"K19467","H00767",unknown
"K10605","H00019",unknown
"K05018","H00239",unknown
"K24127","H00239",unknown
"K17558","H01923",unknown
"K17915","H00269",unknown
"K04853","H00690",unknown
"K09076","H00517",unknown
"K04250","H00825",unknown
"K08090","H00079",unknown
"K24200","H00168",unknown
"K08733","H00410",unknown
"K13703","H01439",unknown
"K04455","H00856",unknown
"K23570","H02535",unknown
"K16745","H00261",unknown
"K12791","H02470",unknown
"K10165","H01227",unknown
"K13175","H02253",unknown
"K07512","H00831",unknown
"K04082","H00982",unknown
"K18735","H02364",unknown
"K03917","H01730",unknown
"K04973","H00264",unknown
"K03024","H02481",unknown
"K06752","H01468","polymorphism"
"K04893","H00063",unknown
"K05741","H00627",unknown
"K06234","H01888",unknown
"K11976","H02144",unknown
"K08179","H01267",unknown
"K05142","H00093",unknown
"K05689","H00054","decreased expression"
"K08510","H01351",unknown
"K10178","H00461",unknown
"K14576","H01966",unknown
"K03678","H00897",unknown
"K01015","H00734",unknown
"K04400","H00108",unknown
"K01110","H00013","mutation, deletion"
"K04838","H00294",unknown
"K01132","H00123",unknown
"K10749","H01889",unknown
"K22182","H00256",unknown
"K12350","H00137",unknown
"K10175","H01004",unknown
"K05175","H02217",unknown
"K00166","H00172",unknown
"K06624","H00018","reduced expression"
"K09298","H00859",unknown
"K01495","H00167",unknown
"K14970","H00246",unknown
"K15118","H00982",unknown
"K05283","H01489",unknown
"K04674","H00800",unknown
"K09216","H00961",unknown
"K06237","H00579",unknown
"K05129","H00770",unknown
"K17599","H00605",unknown
"K11839","H01431",unknown
"K11471","H02412","mutation"
"K23344","H02187",unknown
"K11221","H02525",unknown
"K03260","H00057",unknown
"K16628","H01307",unknown
"K18262","H00825",unknown
"K15335","H00768",unknown
"K19362","H00530",unknown
"K15322","H00897",unknown
"K03871","H01510","mutation"
"K03650","H00891",unknown
"K06134","H00999",unknown
"K00742","H01202",unknown
"K13119","H00658",unknown
"K04501","H01023",unknown
"K15105","H01398",unknown
"K20098","H02529",unknown
"K10610","H01428",unknown
"K19721","H00604",unknown
"K01513","H00214",unknown
"K00966","H00257",unknown
"K12854","H00527",unknown
"K03160","H00086",unknown
"K21841","H00605",unknown
"K01875","H02441",unknown
"K04962","H00293","mutation"
"K10706","H01891",unknown
"K08052","H02188",unknown
"K06751","H01476","polymorphism"
"K06792","H02187",unknown
"K03880","H01355",unknown
"K19874","H01310",unknown
"K12567","H00595",unknown
"K11987","H00025","expression"
"K19607","H00481",unknown
"K08718","H00527",unknown
"K09273","H02476",unknown
"K01873","H00891",unknown
"K05720","H00569",unknown
"K19719","H00476",unknown
"K09363","H00254",unknown
"K18035","H01657",unknown
"K05113","H02043",unknown
"K09254","H00007","amplification"
"K07828","H00003","mutation"
"K01314","H02257",unknown
"K10900","H00296",unknown
"K10152","H00010","translocation"
"K06751","H01656",unknown
"K06098","H01935",unknown
"K09354","H00254",unknown
"K02295","H00689",unknown
"K11423","H02444",unknown
"K06621","H00015","deletion"
"K05410","H02342",unknown
"K23817","H01726",unknown
"K13344","H00177",unknown
"K12043","H00811",unknown
"K24939","H01891",unknown
"K17894","H00003","mutation"
"K05434","H00088",unknown
"K10988","H00093",unknown
"K07825","H00787",unknown
"K15110","H00469",unknown
"K05691","H01890",unknown
"K01847","H00174",unknown
"K18245","H00241",unknown
"K22290","H02041",unknown
"K10366","H00562",unknown
"K03882","H01355",unknown
"K04827","H01633",unknown
"K03965","H00473",unknown
"K03911","H00223",unknown
"K01940","H00185",unknown
"K10362","H00852",unknown
"K16762","H01288",unknown
"K06506","H02434","mutation"
"K04660","H00958",unknown
"K18188","H01368",unknown
"K09850","H00014","promoter hypermethylation"
"K23343","H01568",unknown
"K13755","H00604",unknown
"K08202","H01589",unknown
"K03986","H01357","polymorphism"
"K06752","H01492","polymorphism"
"K04612","H00246",unknown
"K23409","H02303",unknown
"K15603","H00756",unknown
"K10894","H00238",unknown
"K13760","H00971",unknown
"K08109","H02301",unknown
"K06550","H02458",unknown
"K05093","H01756",unknown
"K10308","H00768",unknown
"K16480","H00530",unknown
"K06585","H00590",unknown
"K03993","H00105",unknown
"K23443","H00615",unknown
"K09068","H00002",unknown
"K10602","H00810",unknown
"K19530","H00294",unknown
"K10706","H00058",unknown
"K09207","H00024","somatic mutation"
"K05060","H01968",unknown
"K01444","H00145",unknown
"K06451","H00091",unknown
"K19721","H00605",unknown
"K07605","H00693",unknown
"K04456","H00420",unknown
"K00121","H02529",unknown
"K04503","H00006","overexpression"
"K21879","H00605",unknown
"K05661","H00232",unknown
"K04948","H00527",unknown
"K04497","H02335",unknown
"K00036","H01375",unknown
"K10949","H00506",unknown
"K23664","H01888",unknown
"K04352","H02043",unknown
"K08034","H00409","polymorphism"
"K00605","H00191",unknown
"K04813","H00807",unknown
"K18468","H00057",unknown
"K04524","H01168",unknown
"K10727","H01889",unknown
"K05244","H00809",unknown
"K16302","H01015",unknown
"K00016","H01762",unknown
"K17079","H01020",unknown
"K13343","H01342",unknown
"K18170","H02086",unknown
"K12170","H01806",unknown
"K00016","H00069",unknown
"K14226","H01356",unknown
"K01228","H00119",unknown
"K08669","H00057",unknown
"K00597","H01552","maternal polymorphism"
"K06573","H00232",unknown
"K05011","H02216",unknown
"K23421","H01174",unknown
"K09666","H00593",unknown
"K05852","H00294",unknown
"K14695","H00409","polymorphism"
"K15690","H00109",unknown
"K04377","H00055","amplification"
"K01110","H01556","mutation"
"K04346","H02434","mutation"
"K03841","H00114",unknown
"K24015","H01922",unknown
"K04385","H01667","mutation"
"K09278","H00521",unknown
"K04248","H00937",unknown
"K21415","H00537",unknown
"K15014","H00815",unknown
"K10631","H00527",unknown
"K04360","H00606",unknown
"K12373","H00124",unknown
"K01538","H01210",unknown
"K16798","H00267",unknown
"K01136","H00129",unknown
"K12836","H02411","mutation"
"K01196","H01760",unknown
"K04996","H00720",unknown
"K13578","H00482",unknown
"K04487","H00891",unknown
"K11129","H00507",unknown
"K24164","H00605",unknown
"K09323","H00850",unknown
"K09381","H00446",unknown
"K02157","H01667","mutation"
"K12564","H00565",unknown
"K23951","H00757",unknown
"K19352","H00261",unknown
"K06621","H01513","loss"
"K00871","H01760",unknown
"K11859","H02434","mutation/deletion"
"K04004","H00104",unknown
"K19473","H02231",unknown
"K05612","H00911",unknown
"K01108","H00700",unknown
"K01641","H01123",unknown
"K05653","H00093",unknown
"K00699","H00208",unknown
"K22028","H00292",unknown
"K08559","H00053","translocation"
"K02733","H02532",unknown
